word,pre_share_recent,post_share,counterfactual,delta,ratio,banned,selected
diverse,0.0061346252651219456,0.03258355186749208,0.0061346252651219456,0.026448926602370134,5.311416828138463,False,True
academic,0.00946590094961017,0.03565106059822348,0.00946590094961017,0.026185159648613315,3.766261741804058,False,True
comprehensive,0.004181450206752685,0.030328282646846384,0.004181450206752685,0.0261468324400937,7.253053641023585,False,True
experiences,0.008142816537911641,0.034097266522742725,0.008142816537911641,0.025954449984831082,4.187404488851167,False,True
preserving,0.001899661416902786,0.027753292685363556,0.001899661416902786,0.02585363126846077,14.60959960465619,False,True
fear,0.020071059531411653,0.045774098045331356,0.020071059531411653,0.025703038513919703,2.280601976875903,False,True
performance,0.007601628604767455,0.03325622378996717,0.007601628604767455,0.025654595185199715,4.374881425949976,False,True
become,0.051921784282007465,0.07750549937470114,0.051921784282007465,0.025583715092693672,1.4927356685921758,False,False
safe,0.060450822619564505,0.08601727256541472,0.060450822619564505,0.025566449945850216,1.4229297276357626,True,False
harm,0.01966559900717638,0.04519979109778725,0.01966559900717638,0.025534192090610867,2.298419238655935,False,True
regardless,0.014652359377151697,0.04000202959288042,0.014652359377151697,0.025349670215728724,2.730074287916933,False,True
effectively,0.0069916896692397605,0.032249635734050805,0.0069916896692397605,0.025257946064811045,4.612566812845608,False,True
beyond,0.015891668340184444,0.04106879357404606,0.015891668340184444,0.025177125233861616,2.584297173519379,False,True
integrity,0.005954575707238031,0.031041283873939403,0.005954575707238031,0.02508670816670137,5.213013554636218,False,True
families,0.05877987132693263,0.08384887413025072,0.05877987132693263,0.025069002803318086,1.4264895828690187,True,False
physical,0.023861129377935105,0.04884614343097841,0.023861129377935105,0.024985014053043302,2.0471010679045007,True,False
deserves,0.0254457687141293,0.05031894447396265,0.0254457687141293,0.02487317575983335,1.9774975179280787,False,True
