word,pre_share_recent,post_share,counterfactual,delta,ratio,banned,selected
ability,0.020546026991069496,0.04301530382227649,0.020546026991069496,0.022469276831206992,2.0936068973808637,False,True
spirit,0.006122400474255067,0.02845186200772276,0.006122400474255067,0.022329461533467695,4.647174278677776,False,True
activities,0.0196000707773238,0.04192896130332806,0.0196000707773238,0.022328890526004258,2.1392249946279556,False,True
city,0.04752960363442774,0.06985804458766004,0.04752960363442774,0.022328440953232297,1.4697796582729936,True,False
clear,0.03264744288927663,0.05497080984396186,0.03264744288927663,0.02232336695468523,1.6837707636213541,False,False
left,0.04675838828734411,0.06905842855279284,0.04675838828734411,0.022300040265448733,1.476920635681632,False,False
calling,0.0336792465414168,0.055910148032675515,0.0336792465414168,0.02223090149125871,1.66007716247216,False,False
prevent,0.02599521667360502,0.04816150389667892,0.02599521667360502,0.0221662872230739,1.8527063844626872,False,True
resident,0.0125936003559721,0.03456565406056082,0.0125936003559721,0.02197205370458872,2.744699933579296,False,True
research,0.019121655523735483,0.041042351728390214,0.019121655523735483,0.02192069620465473,2.146380666540344,False,True
impacted,0.012740064271320553,0.0346342024240343,0.012740064271320553,0.021894138152713745,2.718526507122898,False,True
accessible,0.014491100621888521,0.03614279919607788,0.014491100621888521,0.02165169857418936,2.4941376186074433,False,True
world,0.11635311681318894,0.1379896935067253,0.11635311681318894,0.021636576693536358,1.185956141839114,True,False
harm,0.017602414583180983,0.03910397525828214,0.017602414583180983,0.021501560675101155,2.2215120018617096,False,True
express,0.009359012232943942,0.03081324726507569,0.009359012232943942,0.021454235032131747,3.292361041757413,False,True
changes,0.03066486660309839,0.052075924498152154,0.03066486660309839,0.021411057895053764,1.698227654865793,True,False
students,0.07169932675623071,0.09307807688349815,0.07169932675623071,0.021378750127267435,1.2981722575994705,True,False
serve,0.010858341542236194,0.03211466554051882,0.010858341542236194,0.021256323998282624,2.9576031860483405,False,True
preserving,0.0009503610855843884,0.022204374261384403,0.0009503610855843884,0.021254013175800016,23.364145058328717,False,True
understanding,0.010799319580322228,0.03202889181051027,0.010799319580322228,0.021229572230188037,2.965824982980511,False,True
diverse,0.007813446456633089,0.028968598961415314,0.007813446456633089,0.021155152504782226,3.7075315127836994,False,True
proposed,0.025658219051757133,0.046684247162279875,0.025658219051757133,0.021026028110522742,1.819465609367102,False,True
advocating,0.003977296655482509,0.02493353578881746,0.003977296655482509,0.02095623913333495,6.26896556847169,False,True
government,0.1594381922543164,0.18027003348121326,0.1594381922543164,0.020831841226896852,1.1306577861449183,True,False
international,0.024902581984200516,0.045548015067533865,0.024902581984200516,0.02064543308333335,1.8290478913564816,False,True
transparency,0.006686034788312106,0.02732408721937444,0.006686034788312106,0.020638052431062332,4.086740210676114,False,True
beyond,0.01549733328423797,0.03599200606029547,0.01549733328423797,0.0204946727760575,2.322464478253315,False,True
alarming,0.002317892569877364,0.022808012594084704,0.002317892569877364,0.02049012002420734,9.83997830205368,False,True
nsw,0.041854745665959044,0.06227689808080095,0.041854745665959044,0.02042215241484191,1.487929196316954,False,False
sense,0.02212436141364142,0.04248647292424984,0.02212436141364142,0.020362111510608422,1.9203479878995997,False,True
role,0.02276084311088722,0.0430895908438291,0.02276084311088722,0.020328747732941882,1.8931456376155948,False,True
reduce,0.032854254773332286,0.05310804873003836,0.032854254773332286,0.020253793956706075,1.6164740030306828,True,False
comprehensive,0.0035242940484727092,0.023687930412355836,0.0035242940484727092,0.020163636363883127,6.721326338425494,False,True
ban,0.03260150780567714,0.0526676161264421,0.03260150780567714,0.020066108320764962,1.6154963273591507,True,False
global,0.019920307153058342,0.039692060023118994,0.019920307153058342,0.019771752870060652,1.9925425706613724,True,False
spaces,0.011708618219697634,0.031194442733966654,0.011708618219697634,0.019485824514269022,2.6642292154925373,True,False
australians,0.044185423730731775,0.06362076047875577,0.044185423730731775,0.019435336748023994,1.439858557574641,False,False
deserves,0.021193968176417426,0.040607961197242456,0.021193968176417426,0.01941399302082503,1.9160150123480426,False,True
understand,0.03458294203936189,0.05397625355850105,0.03458294203936189,0.019393311519139166,1.5607767984882817,False,False
worldwide,0.011762323120595075,0.031064944251032484,0.011762323120595075,0.01930262113043741,2.641055166784166,False,True
implementing,0.0039088541441324376,0.023147540223195782,0.0039088541441324376,0.019238686079063344,5.921822449666597,False,True
may,0.08908877172526514,0.10830163456828193,0.08908877172526514,0.019212862843016792,1.2156597567902951,False,False
million,0.032891198428116386,0.05209500346416594,0.032891198428116386,0.019203805036049557,1.5838584774592332,False,False
conditions,0.025606466266416956,0.04479816102562267,0.025606466266416956,0.01919169475920571,1.7494862648961345,False,False
step,0.02390494450521809,0.04295582615664499,0.02390494450521809,0.0190508816514269,1.7969431448488984,False,False
consequences,0.013204654103634078,0.03214869000382356,0.013204654103634078,0.018944035900189483,2.4346484013523577,False,True
fear,0.01802685415846336,0.03694060034165626,0.01802685415846336,0.018913746183192904,2.049198380201748,False,True
